0.8257096935448757+0.*I	0.5436285229346872+0.*I	0.15057068452350783+0.*I
-0.0036826742040010365+0.0013421850090501895*I	-0.0008864465881214603+0.0005384276467927187*I	-0.5604367261862162+0.9094758373559559*I
-0.0019186954185202382+0.0033871162889337236*I	-0.0009519675685061776+0.0003968594976539539*I	-1.0121396112860241+0.3419443175068866*I
0.001307390762834079+0.0022995351279195006*I	-0.00069863169534932-0.0000415515645550813*I	-0.9999403060019664-0.3762972155165377*I
0.0028966684261985494-0.0011023255285206013*I	-0.00037130865202815124-0.0005659893315890942*I	-0.5420471896461884-0.9207539193611851*I
0.0015725411799067722-0.0038000985748151087*I	-0.00015773469908319937-0.0008519446379330619*I	0.14897340398425338-1.0580730143116213*I
-0.001122885996390476-0.0033828659940221715*I	-0.00007405120444570911-0.0007103830276551575*I	0.7702804079052924-0.7406103744685781*I
-0.0024895357904490298-0.00018070783222402524*I	-0.00003433118643221831-0.00023838789534881577*I	1.0624787746970858-0.11448420697478977*I
-0.0012314946989209377+0.0031224327814313078*I	7.164096796341133*^-6+0.0002518850950431733*I	0.9141749005335581+0.5535005833095197*I
0.0014429674688027378+0.003871730007579178*I	-4.660792316213319*^-6+0.0004593515547575156*I	0.3975971717265824+0.9920228970761561*I
0.0030226506125529216+0.0016343296406992388*I	-0.00015431976281525753+0.0002917109421828077*I	-0.2721403308702685+1.0335680825027422*I
0.001966398895768922-0.0016093123757161512*I	-0.00043573234774230645-0.0001062818214779305*I	-0.8303313481304173+0.6730483757752189*I
-0.0009750382031283031-0.0032484401424827092*I	-0.0007084749660216457-0.0004889423037091607*I	-1.0672671781940724+0.05916368138652681*I
-0.0034300726842972275-0.0021701379873100748*I	-0.000779824242624234-0.0006852906261290599*I	-0.9033653175456189-0.5714981276601522*I
-0.0033831037024168245+0.0004973773099247727*I	-0.0005484768691013961-0.0006830524317579511*I	-0.40994125818596516-0.9872931637655584*I
-0.0007789553179019665+0.00247266738700057*I	-0.00009328781463379925-0.0005823349103131262*I	0.22641175927546697-1.0448273856460426*I
0.002482411347225544+0.0022089679177236254*I	0.00036414627212931667-0.00048377367508599254*I	0.7774489188166491-0.7339071820055932*I
0.004043957641147159+0.00004683936491494371*I	0.0005959495979063477-0.0004111088093924933*I	1.0552060976340325-0.17232725093853588*I
0.0028449313709255067-0.0021787174455144423*I	0.0005057586642041154-0.00032129554636672154*I	0.9733271583953469+0.44262475412954916*I
-0.00018315427401956416-0.002639639125102096*I	0.00017612424423422773-0.00017658015712028433*I	0.5691669634426721+0.905241092294065*I
-0.002894612962819173-0.0009096197980805134*I	-0.0001967023863861241-7.139064006952745*^-6*I	-0.01657789759460622+1.0692291617813032*I
-0.00350230286800399+0.0017645506887002146*I	-0.0004266120998007674+0.00009114658256392262*I	-0.5918148875971347+0.890728583155042*I
-0.0017747359448216666+0.0034249401411016005*I	-0.0004358726660299891+0.000022392192726089928*I	-0.9768661512550508+0.43531444489308335*I
0.0009316370659397364+0.0028231811338209757*I	-0.00027256760928703996-0.0002315102356993455*I	-1.059033879870029-0.14944955103546742*I
0.002716190136333688+0.00027653649517240457*I	-0.000051912876477697014-0.0005802728015281438*I	-0.82224658869454-0.6840489730529962*I
0.002450343743547621-0.0025858300323956494*I	0.00012728031819446588-0.0008656624873100678*I	-0.3453952145380528-1.0123397287048774*I
0.0004672034767237254-0.003938053803443297*I	0.0002339108061297794-0.0009475330239386899*I	0.22687654998839396-1.045356056646722*I
-0.001768115051212423-0.002941336994015065*I	0.00029820948048113466-0.0007811270321565833*I	0.7297471760426645-0.7822016465270956*I
-0.0026991968691332685-0.00023115041685453606*I	0.00036432875318090303-0.0004396146601119358*I	1.0255850799610289-0.30442172181375504*I
-0.0016993725652942103+0.0025451150507658734*I	0.00044259707922523377-0.0000719741854452651*I	1.0398132018362563+0.2517938246358633*I
0.0005710954204239346+0.0037786158317338224*I	0.0004958750854743298+0.00017534858531021642*I	0.7767330470347356+0.7358100944573037*I
0.0026393754702087073+0.002851467031494011*I	0.00046675445163683383+0.00022708854912232762*I	0.3131109958399988+1.0231389274675873*I
0.0031682771840619165+0.0004312385521726953*I	0.00032402453877311674+0.00010314420385295416*I	-0.22644378354501862+1.0457994741878185*I
0.0017688503751214632-0.002007338030507781*I	0.00009553354333200513-0.00010809571914090282*I	-0.7041926135888418+0.805738248928996*I
-0.0007949605885047593-0.0030866145324461415*I	-0.0001348312396061811-0.000305074163806216*I	-1.0042799609955448+0.36964969262955716*I
-0.0030843416589044206-0.0023003690394061034*I	-0.00026504588329829865-0.00042334580419119285*I	-1.0594172563414108-0.15154662994772553*I
-0.003823437955263562-0.00023324588775689104*I	-0.00022595458163167034-0.0004556444310031595*I	-0.8636598590820175-0.6320983788378988*I
-0.0026010308745995398+0.0018461006076736421*I	-0.000017024153032050023-0.00043714692587886383*I	-0.46966103290230765-0.9617692009800495*I
-0.00006040300639779929+0.0027370971710009464*I	0.00029170750954255744-0.0004109482945134528*I	0.0272949349369436-1.0700264022424935*I
0.0024864927648299818+0.001964485433572801*I	0.0005911886348652698-0.0003969164058153019*I	0.5135442617720078-0.9392000020200089*I
0.003771843586466654-4.212616862711159*^-6*I	0.0007811314720991199-0.0003813749878727581*I	0.883268244386194-0.6047947425614761*I
0.003215234171141045-0.002059048766770896*I	0.0008103247066583968-0.00033080896841000603*I	1.0607740208665768-0.14427583195156624*I
0.001174213086670293-0.003066158820120403*I	0.0006917866177723743-0.0002188167848862928*I	1.014459949248491+0.34213741228131617*I
-0.001291102832037275-0.002460461258377171*I	0.0004888839387949367-0.000049307602651656024*I	0.7603692211109742+0.7537558751812004*I
-0.002981346780692609-0.0005141050678494973*I	0.0002824201350530556+0.00013751949864092576*I	0.35573687324438935+1.0098899624532294*I
-0.003145761236226832+0.0018285346119713004*I	0.00013590336843480907+0.00027963227579501154*I	-0.11519358556425312+1.0645557499700313*I
-0.0018093308200367556+0.003436091504751828*I	0.00007448912883622146+0.0003203903237410427*I	-0.5594211466019259+0.9130788471110617*I
0.0002932797517332806+0.003538564690908688*I	0.00008448960986909512+0.00023486914897360653*I	-0.893552695160678+0.5902119595527453*I
0.0021113482875601266+0.002075062934231521*I	0.00012997381749294166+0.00004273724898141169*I	-1.0587800675222507+0.1609394134311849*I
0.002788189755415312-0.00030545617931094994*I	0.00017584631411111639-0.00019784176186752055*I	-1.0299958790427093-0.2935027676954292*I
0.002044218799394085-0.002564793191048389*I	0.0002055603408487025-0.0004119551931032362*I	-0.8180451998539088-0.6913422216172204*I
0.00027080006487842373-0.003749619002730429*I	0.000225994357522413-0.0005354672336047493*I	-0.46535665698081397-0.9647372709417841*I
-0.001682751588737869-0.003398719196271466*I	0.000259040337735849-0.0005368308618510585*I	-0.03646085257819137-1.0705430898174437*I
-0.00291020258852808-0.001712571143212239*I	0.00032569535779744063-0.00042513866533285444*I	0.3944353874253262-0.9959598191665815*I
-0.002848541047174447+0.0005679168215785268*I	0.00043122616611177635-0.00024267606353768108*I	0.7564412008347192-0.758578412390215*I
-0.001506440935750726+0.0024989936788427126*I	0.0005585579369310581-0.00004655532472493377*I	0.993279018061832-0.401445020546843*I
0.0005617954328698935+0.003330768821351066*I	0.0006726912429469413+0.00011235016320793344*I	1.0712787519167297+0.01552490583479775*I
0.002506760276042727+0.0027966535526812797*I	0.0007338181034307209+0.00020502604951848688*I	0.9830867257763448+0.42607859362567296*I
0.003540219616945924+0.0011883275710575466*I	0.0007132510095999361+0.00022952502641299655*I	0.7469903553399961+0.7681957644130156*I
0.0032468148453655794-0.0007953560476456485*I	0.000605484541539023+0.00020548376429207108*I	0.40243860694368727+0.9931198191012737*I
0.0017318879447109207-0.00234741743801442*I	0.000431670793378421+0.00016172253878117727*I	0.0027711939388183893+1.0716178577241373*I
-0.00043953032630677125-0.0028718654821561253*I	0.00023348032456704004+0.00012275795423351393*I	-0.3934126428352927+0.9968528936502343*I
-0.002473862229623211-0.0021995965127043285*I	0.0000599804459948708+0.0000995939953879706*I	-0.7308972882493912+0.7838354990694695*I
-0.003651127081994121-0.0006283654856858714*I	-0.000047475855504781385+0.00008771515141242285*I	-0.9652654651560387+0.4658264070953486*I
-0.0035816476480105466+0.0012137368376809428*I	-0.0000670683860787852+0.00007207547451962531*I	-1.0681765571163848+0.08857941333251827*I
-0.002327985436310325+0.0026171799223409812*I	-1.388391890316921*^-6+0.00003620531851604187*I	-1.0300498423942104-0.2965967942238594*I
-0.0003590936651426459+0.0030535295953242263*I	0.00012558671846516785-0.00002865472822663153*I	-0.8600045244650075-0.6399159333766116*I
0.0016340376949513066+0.002357125239999669*I	0.0002776298345889773-0.00011802978617536064*I	-0.5834157026218033-0.8993574628151122*I
0.0029865807189038947+0.000768342105524724*I	0.0004179504324804891-0.00021423938081061331*I	-0.23763013246195655-1.045405028094186*I
0.003282240355091916-0.0011660798325488437*I	0.0005194807466233156-0.00029168543387338586*I	0.13345461615922224-1.0637910484216633*I
0.002477105380251846-0.0027911106847727514*I	0.0005707454070536432-0.0003252649792078698*I	0.48510507712895323-0.9561637987729215*I
0.0008918571385835122-0.00356636296429815*I	0.0005761220148768843-0.00029883124559511374*I	0.7770856437075434-0.7388088372925496*I
-0.0009145349129906471-0.0032386018997769836*I	0.0005512133926198052-0.00021082638362637871*I	0.9779860711990637-0.4397386323026161*I
-0.0023392779555317334-0.0019116449305751986*I	0.0005155074710264495-0.00007537830029975701*I	1.0681630700660796-0.094728112216006*I
-0.002930918469087852+1.1514863415222333*^-6*I	0.0004850470943158348+0.00008129582139553648*I	1.041117325764251+0.2571879205797305*I
-0.0025237116101389572+0.0019182869288198057*I	0.00046744034058797103+0.00022784976766560653*I	0.9032697635286382+0.5781837981239079*I
-0.0012742180652723333+0.0032747649904563726*I	0.0004605169977525825+0.00033589164629294635*I	0.6723968946574594+0.8355774948817989*I
0.00040346399478673244+0.003690632067455739*I	0.00045459274292436637+0.0003868227753290826*I	0.3749940287919361+1.0048932556760741*I
0.0019764265071037968+0.003074074372917116*I	0.00043718260922309503+0.00037562336145741115*I	0.04294999807658084+1.0717786250804087*I
0.002958615134706791+0.0016335809227885037*I	0.00039838809628762686+0.00031083897019832296*I	-0.2900069166309932+1.0327484503374504*I
0.0030526463167063014-0.00019751042388944747*I	0.0003351457970570833+0.00021113606048645458*I	-0.5917534964296605+0.8947787019981499*I
0.0022284094903409686-0.0018957779400135437*I	0.00025307486406792165+0.00009969510747763045*I	-0.834742791114882+0.6738905741522339*I
0.0007206405795621452-0.0029990970146549054*I	0.00016549240572977627-1.8325708266327536*^-6*I	-0.9982827797818102+0.39302956618718493*I
-0.0010479507743649818-0.0032311269356310795*I	0.00009004164525641656-0.00007819248572540351*I	-1.0699769512486725+0.0794611864433662*I
-0.0025912601498678934-0.0025666492347426887*I	0.000044037449395490044-0.00012309897775462998*I	-1.0462503959486333-0.2380009458210463*I
-0.003494595627095001-0.001224538238196871*I	0.000039888366210484634-0.00013913972657956993*I	-0.9320685828722048-0.5316485178905241*I
-0.0035226634039894813+0.0004042090404417647*I	0.0000818474114712278-0.00013539657474971267*I	-0.739908680200676-0.7772159682850043*I
-0.0026739975527616117+0.0018693577554104981*I	0.00016487792849599332-0.00012370185874181118*I	-0.48816067792313905-0.9556941266011598*I
-0.001171469989958426+0.002782576657134039*I	0.0002757990997644828-0.0001147035447414192*I	-0.19919830339741618-1.054557812289084*I
0.0006041298800649244+0.002914934629392525*I	0.0003963004482222929-0.00011480041021496338*I	0.1027362780931783-1.0683371530871995*I
0.002216485917186297+0.002247654785941554*I	0.0005069661345101046-0.00012465671768113404*I	0.3936022766195796-0.9985464915482984*I
0.0032839251006195466+0.0009668193486098095*I	0.0005912912809753996-0.00013952439121290642*I	0.6514292235860479-0.8530973232577285*I
0.003569648635535401-0.0005925304038831695*I	0.0006387671728930482-0.00015108785885610036*I	0.8578661988079486-0.6452334165317649*I
0.003031514181820794-0.002035510382276702*I	0.0006464146992171952-0.0001502079271017792*I	0.9992978175799766-0.3921525521735076*I
0.0018223963336362996-0.0030057887194068775*I	0.000618581869887176-0.00012977732287544806*I	1.067531586845366-0.11347566016202239*I
0.0002446080784055994-0.0032691169061743633*I	0.0005652151013642575-0.00008693698016428418*I	1.0600042852644727+0.17035289033652606*I
-0.001327608417553971-0.0027634122448728015*I	0.0004991494114696055-0.000024146763078480973*I	0.9795564859866421+0.43956634036237197*I
-0.002537318706793618-0.0016061411358871546*I	0.0004331249379088175+0.000051086474202694586*I	0.8338774734467795+0.6764011481254718*I
-0.003124724486686062-0.00006029361046769011*I	0.0003771943529001279+0.0001276821567393783*I	0.6346272900982882+0.8661667329272229*I
-0.0029803140335646376+0.001530473116780035*I	0.0003370468640065839+0.00019325061668537907*I	0.3963778019814962+0.9979970690697119*I
-0.002161494293513993+0.0028209756216871313*I	0.0003135039593013305+0.00023660517229996458*I	0.1354701487289333+1.0653078391702475*I
-0.0008717011998763111+0.0035395774215952135*I	0.0003031480544407542+0.0002499500789196092*I	-0.13116772842788313+1.0659054722218408*I
0.0005907887230771226+0.0035432491174981675*I	0.0002998222541248254+0.00023030592959632682*I	-0.3871168871177677+1.0018075086381721*I
0.0019012327808071144+0.002842280853747692*I	0.00029656916774178135+0.00017993227439079757*I	-0.6174424266807083+0.8788431772526853*I
0.0027783406350912793+0.0015915125520523858*I	0.00028753759302519664+0.00010571862187148191*I	-0.8094881506493535+0.7060155121453547*I
