0.8257096935448757+0.*I	0.5436285229346872+0.*I	0.15057068452350783+0.*I
-0.13416839654815585+0.03395906673433745*I	-0.08723766883855928+0.017538128804179987*I	-0.992504335042842+0.05278890423187613*I
-0.11116123814056107-0.07053886299393895*I	-0.07302253463374442-0.04230044533598656*I	-0.7063872060581977-0.7011107558979481*I
-0.05065169119281922-0.1344104358289599*I	-0.0279228505283197-0.08398617659181445*I	-0.3904921183552168-0.9133022989090969*I
-0.02313894021022564-0.06821328604538136*I	-0.019029357710784366-0.04602903188436649*I	-0.4403215431446533-0.9019909264918062*I
-0.09299911849584122-0.09638205135066887*I	-0.054915649911779926-0.05947212387396588*I	-0.8068241438435665-0.5828882742820312*I
-0.1307917600277438+0.03799518476822538*I	-0.08583605273043819+0.026227905635699166*I	-0.9511141949752879+0.28994114825272693*I
-0.01195475211160799+0.13053927455177497*I	-0.00852875047744154+0.07837800164349285*I	0.08631468205543182+0.9922257011175057*I
0.0651632187170139-0.008763011915043478*I	0.04547273932686886-0.008828525298307993*I	0.9584677636506068-0.30051794142842864*I
-0.10863539413332371-0.07909792622101303*I	-0.0641589909783483-0.04972596786569164*I	-0.809848807935044-0.5787999253282632*I
0.07449201230838587+0.07934134279562739*I	0.0505689303541481+0.05132831855208954*I	0.43303057888285784+0.9005760673238459*I
-0.07140212932804829-0.08279189819190502*I	-0.04032539431345768-0.0537382587294454*I	-0.36558355571258183-0.9303479657062442*I
0.083770509924601+0.09806841634906913*I	0.05446481249735667+0.057831766713008013*I	0.6613293815783969+0.7452760132667817*I
-0.057024107154815463-0.017567629299662133*I	-0.04073219420774639-0.01322330939569402*I	-1.0021026577911993-0.0788382790208331*I
0.07044880786267961-0.1017728075701868*I	0.04293966153854918-0.06007787212101572*I	0.4507541284430331-0.8899098219909138*I
0.11347701902107173+0.04213241561582022*I	0.07449942390854143+0.02424122272557139*I	0.8979270575098786+0.4346363557211517*I
-0.002455834362361734+0.12157045772467526*I	-0.005275885429146223+0.07805027180611636*I	-0.017409101843937888+0.9974176615391702*I
-0.07940469203131328+0.03516458145451163*I	-0.046833667606826924+0.020433826055351767*I	-0.6807601712344905+0.7365720956392912*I
-0.06281889445808603+0.07113304191532688*I	-0.0404126555548798+0.04838779470720312*I	-0.8845141484188953+0.46995978412823614*I
-0.04400767289916112+0.02049250950284444*I	-0.03283584525854062+0.012648933350410873*I	-0.8492289231672405+0.5399059640494488*I
-0.05369596231647213+0.03958297302344178*I	-0.03342650684055441+0.022099958664838004*I	-0.508961888889572+0.8667560617800639*I
0.005406014245053546+0.04845190277641157*I	0.007549443336754793+0.029412225794812976*I	0.32990711874814904+0.9509503569269865*I
0.07876763003022312-0.03636119031904751*I	0.054193178533514644-0.02277253092076575*I	1.0026046536672204-0.017981471682981587*I
0.025336488255195147-0.07983063817644821*I	0.018945282166587953-0.05182238898837306*I	-0.1043117353399329-0.9978304815249598*I
-0.08895114298236663+0.06959411528641121*I	-0.05286882897163743+0.04030541927729823*I	-0.8444991828117198+0.5350965994439911*I
0.09901852934840584-0.012486956437199362*I	0.061214495267148984-0.011100527345727522*I	0.9889254873035113+0.15799024803838527*I
-0.09913217955058028-0.03713725335526601*I	-0.0659617005135013-0.02313785586659393*I	-0.8793140370823721-0.47703401494289854*I
0.05939826114415937+0.06549437030977032*I	0.03979234312127922+0.04418768337968953*I	0.9012186356423857+0.4397473565580141*I
-0.0583267727765568+0.03026971897308804*I	-0.036221253001151095+0.01412000432687591*I	-1.0044640437918018-0.04727755705900531*I
0.062143032704646065-0.01564360457357228*I	0.036524842509675574-0.008034098247826603*I	0.7394013121980523-0.6818149802772367*I
-0.003043842295919315+0.09334636306147201*I	0.0013999556808895006+0.05495786904248292*I	0.3244462764674646+0.948770532230861*I
-0.08506563128577002-0.012711826904184272*I	-0.05371023621875025-0.0027245273796800626*I	-0.9641503959486615+0.2781787716568219*I
-0.0058148937642430515-0.03918587080112414*I	-0.008180359663464584-0.028246603830419083*I	-0.5639779432924493-0.8347665041356082*I
-0.007189508335269549-0.08702545797199153*I	-0.000312330354705263-0.05710191594457007*I	0.30156635976854085-0.9568701177632892*I
0.040865249116679866-0.011078390980655385*I	0.029667589758976085-0.005961373986631156*I	0.7484594618325013-0.6742466027759548*I
0.08766669335766947-0.02099492280855763*I	0.05452639547864009-0.009781392511952067*I	0.8541530668470971-0.5261395723118767*I
0.08433583212824994-0.048629926033146066*I	0.050225815406871675-0.02703247159280397*I	0.7527039289609396-0.6621074356947759*I
0.0568420930504474-0.05948973210447461*I	0.032368842627294406-0.03442103537445944*I	0.3240470792618112-0.9506597589600475*I
-0.012663067938217995-0.02601839305649128*I	-0.009971078938169913-0.013784348211745734*I	-0.5138675809269846-0.8675634573367595*I
-0.09347717600815973+0.02432402234994553*I	-0.05625282860552477+0.018588098404302002*I	-0.987608852554123+0.17240575850921758*I
0.021448364765914236+0.02790746075730832*I	0.017223649166540095+0.019237131361842047*I	0.15251301284535765+0.996422353085133*I
0.03901632127345877+0.0066500240113274035*I	0.025793930971994377-0.0014025728007384334*I	0.8972322448882749-0.4591843173529981*I
-0.01938089296713974-0.040064095039098996*I	-0.017876179774883958-0.023825183443599275*I	-0.9097324216187286-0.4332589926744454*I
0.010963378216894706+0.018566107927599586*I	0.01121191378683233+0.01564978359009058*I	0.5174598366179762+0.8658439563158042*I
-0.05044219371749229-0.056498735972349064*I	-0.03235769673271456-0.03954589758497354*I	-0.27798751309115705-0.9657870515196949*I
-0.015619213875481+0.05832166588039995*I	-0.006763210001122452+0.04069288859993509*I	0.3512332819019881+0.9432644750417534*I
-0.07137042136696509-0.048076443538622976*I	-0.04627299590596005-0.03353199452460489*I	-0.6822865614747754-0.7364523094660953*I
0.04601389025873247-0.029220549331018506*I	0.03365313547229051-0.015728852721738358*I	1.0012077753114272+0.10893116282281028*I
0.003996642961244178+0.043567411001295936*I	-0.0023403690486597213+0.03044637843399576*I	-0.6051678612863106+0.8060102796320667*I
-0.06278430442058222-0.01863996508273905*I	-0.04061606341989577-0.016516967757428246*I	-0.6529565868415467-0.7656682621200401*I
0.06458187978442047-0.05713260245564969*I	0.042850415474631316-0.037988376633036745*I	0.6980794438496728-0.7217168756226918*I
0.011949523163990852+0.01534759986354791*I	0.013330086591499276+0.011402458261564247*I	0.9425395795674165+0.3604536361523642*I
0.021841990755715808+0.0820185038877601*I	0.015648265644759164+0.054028663042655765*I	0.34012652076336325+0.9450014751715249*I
0.023145443271109963+0.05779016491460467*I	0.013565401268819947+0.04039707320115381*I	-0.21202634000605883+0.9841393030081113*I
0.011900186403809875+0.035587341979880394*I	0.0063302929311998294+0.02719727211863751*I	-0.4513455960606969+0.9018659938826549*I
0.014515986602945632+0.04126797631673272*I	0.009260261122936798+0.030112289255506096*I	-0.4082127659192655+0.9218531245472802*I
0.02180679111411256+0.07116709502562127*I	0.01623601663133386+0.045715221188996354*I	-0.0724952772361649+1.0031443056253466*I
0.0060029984958731315+0.07188278518899544*I	0.008333575340254577+0.041720323907154126*I	0.5437223153092461+0.8466939077995242*I
0.029393380448843823-0.025035844049018242*I	0.01827825007690992-0.01817115148039933*I	1.0060230038475904+0.07346230625261166*I
0.05153535308876467-0.025929260737943147*I	0.027267467563194835-0.01565616281120864*I	0.41022557806721854-0.9203911869319413*I
-0.07071769824187298-0.04414646728198161*I	-0.040128628167416545-0.024168390880187865*I	-0.8894708381612002-0.4685242515676925*I
-0.00498658674147693+0.08077417258997042*I	-0.0037829883675424896+0.045162029208675555*I	-0.26390759034248223+0.9703913045810361*I
0.0768552784514049-0.027275210552050698*I	0.04513600548917366-0.012699113952872994*I	0.9773685792335324-0.23643768351234762*I
-0.042074180338719916-0.05734407232224768*I	-0.02403866220733259-0.03770452954866968*I	-0.858211625918774-0.5258458272905258*I
-0.0010035878031562104+0.010118429978207886*I	-0.0013623694916950332+0.011671702979885953*I	0.49064740998007367+0.8827298461852019*I
-0.036196075826916516-0.06589377533608601*I	-0.021096082610232873-0.044513978100332835*I	-0.26610124070337304-0.9702563046072367*I
0.0036851235220739676+0.004892909444458522*I	0.005317362554536226+0.008638700082500582*I	0.3005204707712331+0.964326845812419*I
0.004989094470850863-0.05775744737429002*I	-0.0027107431413740902-0.03490313331912412*I	-0.5751089584780026-0.8277292627215393*I
0.0582536279970219+0.0473278452800132*I	0.03635911586066925+0.024080591087451038*I	0.9291613841630578+0.38690501315701603*I
-0.07461704374606645+0.01501627180765062*I	-0.041001067828656895+0.01000786964339285*I	-0.9107552195887384+0.4285006520783555*I
0.03510190889415014-0.052447320211328384*I	0.021290791010823564-0.028679851892794265*I	0.03376944925604915-1.0071555833608075*I
0.004543019073847175+0.011686860339079787*I	0.0027147530136441837+0.010595386922808567*I	0.9790535726850597+0.24906492963863572*I
0.021798755288820082+0.06002617432977381*I	0.007977696025182994+0.03797061484086505*I	-0.20848785969909633+0.9858498649201065*I
-0.024526089935265897-0.029604836303008458*I	-0.020645728475939165-0.016815813480175034*I	-1.0050152579417497+0.09385513138995041*I
-0.050602931441799-0.05131445141732404*I	-0.034370472510137764-0.03174629977321439*I	-0.6027316738103963-0.8065203485676707*I
-0.028501684493771703-0.031682361678206594*I	-0.019894969702207475-0.0202066816995201*I	0.12960480476435932-1.0009128721551124*I
-0.007883978392866494-0.01554771944589261*I	-0.0062903012786854765-0.008667803445054465*I	0.6107122806115015-0.8049546625345011*I
-0.004858448961657423-0.01712894288835096*I	-0.0015822163435540342-0.007304866093928339*I	0.8065290416986475-0.6087482799178283*I
-0.0013334735436543305-0.04163030032709308*I	0.004315642117555564-0.022204487326241786*I	0.8251270816900002-0.5817706463197209*I
0.03270159744614318-0.060248320074715346*I	0.02372232779223625-0.03797888105890667*I	0.6837401071319698-0.7398829834318515*I
0.04305898666702241-0.01635187845352134*I	0.02295789946039424-0.015218237622282757*I	0.29289498199707154-0.9659536117345203*I
-0.045419816314392854-0.02068556121769794*I	-0.029402374641616415-0.011162398672914855*I	-0.3821379392750911-0.933981612327946*I
-0.009341464012483685-0.03380663758515899*I	-0.0038398929759832913-0.018597484595979923*I	-0.9766054380159324-0.25803086537265524*I
-0.04979927818124881+0.049437384428792634*I	-0.03155112379160357+0.026211008557175973*I	-0.6307700755579205+0.7858464265270534*I
0.05802837258250697+0.023613654379974203*I	0.03407382636543463+0.01925877679690165*I	0.6543388906149101+0.7671444381596225*I
0.007055814087526865-0.052782372766145086*I	0.007096776523598948-0.03513934837202327*I	0.7398018000446809-0.6861507629870836*I
-0.059135371371690434-0.0018539398065601073*I	-0.03660629746735853+0.0014139890129807862*I	-0.8574992084122087-0.5312073972402425*I
-0.0009107258276374675+0.07037801744377023*I	-0.00009957044751622568+0.037789166596821154*I	-0.06140117506870151+1.0061192538175536*I
0.047673119378051985+0.006572222832932704*I	0.029836380257309475+0.005938572582747297*I	0.8004524963309517-0.6152777666620616*I
-0.003733764695611174+0.025151867338328082*I	-0.00809870778745708+0.011868377914061817*I	-1.0106893011796652+0.016809133904196652*I
0.04689577407682065+0.04327000341294124*I	0.03215402898621741+0.02350835567007945*I	0.9290572082037807+0.39233683191452895*I
-0.031852066254010644+0.015884360866459155*I	-0.019836788005904393+0.011383396474628474*I	-0.8317672130789514-0.5737648714744065*I
-0.007644704614069149+0.025261095410030732*I	-0.006069805097082496+0.01467579561475959*I	0.8403125704850075+0.5620138346193421*I
-0.034382205391494294-0.044741277432947715*I	-0.02093991666546084-0.029639471204921393*I	-0.9426246274614208-0.360550920154259*I
0.06234047483238689+0.010344509571561187*I	0.0408843502281598+0.004750651952041669*I	1.0063572532270497-0.06851310272142597*I
-0.058206014417114024+0.028578757011610525*I	-0.031289888975360856+0.020427117843415013*I	-0.7649889413966068+0.6575969859957871*I
0.03215075877590327-0.048371452649112794*I	0.017309485443074382-0.025099454027445314*I	0.011981742398676741-1.009404059851997*I
-0.008410465671911144+0.023187407911001646*I	-0.004963375013543284+0.017135045361306524*I	0.8722352206821542+0.5115901212297731*I
0.01338623393144018+0.03136412525045576*I	0.001885727583343416+0.02083865734047824*I	-0.7586417178377857+0.668142208800747*I
-0.019385668128834854-0.05967420722342429*I	-0.015828209717809728-0.033273807053824364*I	-0.576632924038528-0.8281609406179462*I
-0.011898158480453953-0.010721311238917034*I	-0.008201093843628035-0.0058139851883078734*I	0.780296905321549-0.6438458970539767*I
0.020629963202545617+0.05048089176236893*I	0.010248039185354978+0.03152215819072244*I	0.8336846632023994+0.5698745297279165*I
0.021532653564014508+0.05225248572418877*I	0.009883120207466935+0.03466359627162002*I	-0.1282983346105829+1.0015036415448746*I
0.009561100251536109+0.026048441341518114*I	0.004274891362467503+0.019264649642013985*I	-0.867534149869251+0.5199000343701049*I
0.0058823490871894495+0.00716094895241891*I	0.0044782084578730745+0.004799612040869729*I	-0.9970934572444657-0.17276095353299556*I
0.005958700042268664+0.00752254069704795*I	0.004162102897879317-0.0003626718382957147*I	-0.7777782305303834-0.6474806910298617*I
-0.008245778016265286+0.01483570435850022*I	-0.007741345213610337+0.0023297496595900305*I	-0.5209400277360059-0.8675540844123344*I
-0.038979172976765925-0.005476920893315782*I	-0.025550612620293137-0.003484833304846472*I	-0.38494007744416747-0.9349297849348611*I
-0.0324180440355648-0.05419640105107367*I	-0.016155411161111133-0.028125957214137322*I	-0.41741234934549776-0.9194140892323357*I
0.01849832911069658-0.02923037931688287*I	0.010730666261027194-0.020977922066735252*I	-0.607631925649605-0.8085345825270487*I
-0.03435776398822586+0.020648975063418416*I	-0.024573482207087192+0.009475002979691637*I	-0.8719095825701435-0.5121328829625088*I
-0.02884894220689684-0.03622707089229786*I	-0.015469584408995134-0.016055359861557872*I	-1.0099213674947844+0.04824080572020101*I
-0.009255658513554713+0.05456770133788984*I	-0.006727227483723141+0.026880910977919344*I	-0.7045658692405579+0.7244115119510035*I
0.005270920705979472-0.013867704836990331*I	0.0014674298173547875-0.0012822206880183022*I	0.15976318711713944+0.9996888019625757*I
0.0006660626853333324+0.03806035997332179*I	0.0053740367109308095+0.017947795160993547*I	0.9640540842482095+0.3066393058165383*I
0.05085967816252415-0.0205086747968414*I	0.0254980614734859-0.010133635274737696*I	0.5736766853375399-0.8321504691710826*I
-0.027783731764784644-0.049332847116516046*I	-0.013969473428716779-0.030821378696589654*I	-0.753838909459127-0.6729188166447881*I
-0.049678121239135176+0.02251600798153857*I	-0.029436648720947502+0.017473686201344613*I	-0.6390415615915338+0.7829624251053289*I
0.010835299006489147+0.04708717252653438*I	0.00776057553905215+0.021936668366912406*I	0.9004247653524057+0.46045710218827046*I
0.019364016996237552+0.007703661034755609*I	0.012932781257470239+0.004692155799779596*I	0.09690584990531073-1.0078444532878972*I
0.011639806297414668+0.030065615352492702*I	-0.00012519288307076635+0.016532114973433137*I	-0.9140227332364154+0.4348874855190404*I
0.05132241010094607+0.027124552540657973*I	0.03157430793753234+0.012049738367390646*I	0.9221766444551245+0.4135949426647829*I
0.017672717809334482+0.002343466843756685*I	0.010095503911711412+0.0024941446816974023*I	-0.43503781374463735-0.9145529875483001*I
0.01083358010503525+0.05552385792326811*I	0.0015348238326079711+0.032439934873920925*I	-0.1037594114098721+1.0055751831317519*I
-0.00890338533157878+0.013739429054134344*I	-0.0042410524312886545+0.001049667239025917*I	0.47708421391327355-0.8935380563151214*I
-0.05125506566867153+0.009498778492698454*I	-0.024399917975846088+0.005628163648350072*I	-0.6676258230456745+0.759836773541772*I
0.01901749813863856-0.05200472761725415*I	0.013709475924642304-0.025249656423086183*I	0.7245001992424557-0.7055027366016339*I
0.020843457104172538+0.02845428642689945*I	0.006929230611277825+0.019860057178795073*I	-0.6689134273637138+0.7599370986202842*I
-0.01920298348815277+0.002197975401063127*I	-0.012729982702270107-0.0010329108818354343*I	0.47852242457962896-0.8928762074218038*I
0.009938484628053511-0.013604903422380974*I	0.0021303502819822163-0.007489020484799473*I	-0.11293852835432185+1.006853558989561*I
-0.005665027802941964+0.019884820767033195*I	-0.0042323752942861875+0.0040013929606838115*I	-0.41068888224140626-0.9261974610085696*I
0.012159170320759572-0.025750710010677406*I	0.01002463335997387-0.01569698551503774*I	0.899871463904676+0.46491787436353094*I
-0.02336079862424703+0.04409930180707823*I	-0.011439332298679605+0.020503814922431855*I	-0.9518704524050143+0.34363782961596057*I
0.02545756434358456-0.04694142643989721*I	0.01686925224702329-0.02851348750958564*I	0.25499241577934156-0.9789426803574451*I
-0.02341771058009126+0.016831902041177203*I	-0.006690330379655546+0.008050638908448485*I	0.7661029991294658+0.6629859551216746*I
0.0015815654725821818+0.04195077074173892*I	0.0018660796488246911+0.020084267690807747*I	-0.8688924452986524+0.5199788365386523*I
0.020351053801344398-0.03975459080539879*I	0.011862058343722913-0.025512732359641792*I	-0.36156059033910387-0.9455772861987314*I
-0.0028922529620078103-0.035150851319373747*I	0.0018305001693187358-0.022357501326968617*I	0.9591524450070366-0.3256073530626471*I
-0.028154233273683136+0.023903954444352546*I	-0.014308192039432769+0.01042004408787316*I	0.42306459475380853+0.9204311336161131*I
-0.031421061012951244+0.04360249636239015*I	-0.020964484757073677+0.021184033053318535*I	-0.7942101966468886+0.6272282600665215*I
-0.011420920032511751+0.027282109974526757*I	-0.01163973598035155+0.01342197101116497*I	-0.8751171170754488-0.5109386714488315*I
0.014778474638269383+0.014925862022740625*I	0.006071450853656489+0.008786292513997549*I	0.019186974920402944-1.0135400320318038*I
0.028622955485645054+0.021988237166990887*I	0.01895002246998894+0.012422460155426585*I	0.8228104824970571-0.591157038443937*I
0.02348346666381137+0.03955580913173454*I	0.017590101769469083+0.01836700428859361*I	0.997322229276785+0.1760677742528282*I
0.001998279212288618+0.049664834162818146*I	0.0015303084957303318+0.022586602080321583*I	0.6743528914284054+0.7555050122464712*I
-0.026621007095830682+0.03544813245999983*I	-0.016574715835814487+0.0207327730014565*I	0.19194535825470183+0.9945489655264915*I
-0.03707528142394467-0.0016504112142552377*I	-0.017598868867496127+0.005263061093769583*I	-0.2207248671958395+0.9890981306083784*I
-0.003329253224874502-0.021153852828968457*I	0.0006260714634187182-0.010334359325238754*I	-0.48936748288341775+0.8881538034358416*I
0.02779272870763503+0.018239393647852663*I	0.009132478058057017+0.008307769864685554*I	-0.6236331461883078+0.7992513866119173*I
-0.022012205713766678+0.045665857173870915*I	-0.013089283101170033+0.02801687521485567*I	-0.6493375336548491+0.777124501401638*I
-0.036314221364187424-0.012663801466057*I	-0.015435385119098107-0.005798787049697551*I	-0.5772068673821956+0.8332393479829344*I
0.03218060990052111+0.01282229944555617*I	0.011172238146824588+0.006766499873370173*I	-0.39119700714603245+0.9353664244729494*I
-0.030444833318687633+0.037221783585295924*I	-0.013271727124012988+0.023977942434862995*I	-0.06392211343125682+1.0110795088621396*I
0.02413421348898246-0.016176588457089507*I	0.013157144052170106-0.00955619689959081*I	0.38281037092865566+0.9390924646546719*I
-0.0010153199028851943+0.04156743644730737*I	-0.0008443522847170925+0.02462475430502304*I	0.8291800745886786+0.5829079304247231*I
0.03181014913529272-0.03249287535821287*I	0.020835186266584114-0.01809007338787549*I	1.0106914891553878-0.07382688694503392*I
-0.017043606102629665+0.012171860776461658*I	-0.010314097320745673+0.0055846028120514766*I	0.6491900819709172-0.7796556421180371*I
0.03197269702420296-0.018768075962085153*I	0.018538686119693826-0.012399567128340819*I	-0.22574980881650622-0.9885181609566807*I
-0.041166922527241405-0.028328329322127414*I	-0.025571843188113157-0.01300978840899328*I	-0.9635160363950007-0.31374494252920715*I
-0.016755663037281564+0.04792238054684309*I	-0.005997684046140453+0.02279061909344183*I	-0.6844828994472935+0.7473827709707196*I
0.04486228990390811+0.005945402190110912*I	0.019413050816831492+0.007351984385272467*I	0.4990615873751493+0.8825018362637475*I
0.0043955417696074014-0.039163619060378005*I	0.006175706977836598-0.02265094080981751*I	0.9654780230713014-0.3101766090974763*I
-0.03996263730283566-0.01216286870040164*I	-0.019464673089745706-0.004058778295281524*I	-0.21798462205451843-0.9904146525614893*I
-0.023085273891755985+0.04009171967645305*I	-0.015141979550667041+0.016041048310874727*I	-0.9870057901261516+0.23213876228112318*I
0.027310256053788833+0.040694488480351176*I	0.017304523671390667+0.022442199710634096*I	0.35048185353618266+0.9511914489792264*I
0.049623586241494946-0.00456144453820142*I	0.02163143342530545-0.0015487406015737633*I	0.8471058588338579-0.5571237035685533*I
0.022447574205956916-0.023302735674855836*I	0.00931424248687647-0.016092827497555914*I	-0.8044755113560423-0.618438932240429*I
0.02164323952147761-0.01508983983352595*I	0.012500118836075703-0.002218213052689599*I	-0.21998217212801488+0.990913106104022*I
0.03540110653037493-0.03505428584139679*I	0.014945717822386882-0.015395501826571924*I	0.9617296498873628-0.3215732444322741*I
0.013110809088310506-0.034667724494572345*I	0.003931167639943673-0.02117177597638397*I	-0.8353577898029346-0.5759587386530491*I
0.03086895795229266-0.008988700701914787*I	0.01835975338635182-0.001247010675010956*I	0.141725940876707+1.005013337756989*I
0.044390457957474025-0.017045440220611136*I	0.02042429971843877-0.0059648649242422785*I	0.5596760814585232-0.8459735766679074*I
0.021730448387628668+0.024027461380230167*I	0.004156309108190048+0.010478854265734895*I	-0.9503510450073411+0.3569280197950502*I
0.017745033881736448+0.040365552802741074*I	0.011328257183586923+0.015007882096503207*I	1.0004818352832854+0.1691081368760798*I
-0.04108718291617171+0.01588292575118594*I	-0.016625393444322883+0.006367992640552648*I	-0.8382202424456732-0.5719286774970416*I
-0.0238032095075231-0.012919314551655748*I	-0.00883904612269127-0.0002195265353002513*I	0.6057140576503905+0.8151038572777561*I
0.014133689509816565-0.044807305561226356*I	0.0021274596862550384-0.020331625803009908*I	-0.39629121669315415-0.934096362840522*I
0.0358718968328558+0.032283884166537144*I	0.013479294323727877+0.014455120418711314*I	0.25794236614142096+0.981363311613451*I
-0.030056968720760524+0.015331323001134588*I	-0.013721260853071352+0.0008291823080237978*I	-0.2089805227999226-0.9937031953066608*I
-0.009182836649799287-0.023818256577241088*I	-0.0003294073443575832-0.01066650006700082*I	0.2522642425461074+0.9839502263338818*I
0.029631823061049653+0.0015166799566402487*I	0.016120206366244012-0.00041865991652879453*I	-0.38286317221181615-0.940722817153411*I
-0.028608307971785072+0.023203712539711034*I	-0.009294095601525023+0.015315254701205086*I	0.584075321187573+0.830647585317813*I
0.01176225727334452-0.03951019600902993*I	0.003171784249370496-0.014896879397922719*I	-0.8134740807450719-0.6076564386902918*I
0.004653851367985265+0.038364510312065794*I	0.0018616251853420772+0.02051369475765354*I	0.9873218978279379+0.23730652273496*I
-0.01051780899948162-0.03539571981556259*I	-0.010183471051272609-0.013263249914738337*I	-0.9819619826574034+0.2593444158233541*I
0.011473953645917495+0.02930454211906271*I	0.002600748852412407+0.011464472529900203*I	0.678282654907586-0.7563595844853827*I
0.0027883056932467326-0.026492467243448063*I	-0.0026806731299791053-0.010279521675294582*I	-0.06393889137260761+1.014139458071202*I
-0.018666727533896196+0.027688437235646148*I	-0.012952315885852887+0.008671846940699971*I	-0.6473864535420719-0.7829710512871079*I
0.03943531812564317-0.024315524875182404*I	0.015976071432426357-0.012555351488192062*I	1.0145848452849058+0.04109221655948409*I
-0.04297884462767505+0.01288228522929691*I	-0.02298425295758144+0.004918114123120959*I	-0.6440418931317168+0.7851055503673968*I
0.026805828356730562+0.01522925609100415*I	0.007650387164377925+0.002331919315043427*I	-0.319554443184957-0.9647493020271409*I
0.014913680437723332-0.03527486767208973*I	0.005070595691976322-0.0165399586237397*I	1.0026622019292064+0.16397392871505284*I
-0.03959050783245759+0.02172089795778083*I	-0.021686556625659048+0.009945341515888996*I	-0.5401559122315159+0.8600757832869822*I
0.017091122174355607+0.02297337386455115*I	0.0020523519823919998+0.008061243051911674*I	-0.648027367800886-0.7831974977375068*I
0.03800405588425816-0.0304130937196769*I	0.014335340484864767-0.012500734777383372*I	0.9132880604137925-0.4444294644774698*I
-0.020764712367595195-0.020330396553405173*I	-0.010892731797772767-0.003870638949576855*I	0.2949782909819494+0.9728711769033425*I
-0.0420191009748251+0.01938876949765797*I	-0.020781598749667167+0.012259182383605512*I	-0.9926551606735916+0.21562806054807387*I
0.003933421729991523+0.02665463972211005*I	0.002314539848378934+0.012770865510830407*I	-0.2136893876590059-0.9940567688426607*I
0.04383279468743301+0.008838678311715134*I	0.02337548027116824+0.005311800209977079*I	0.9744762257927136-0.2874864848263146*I
0.03413949021078045-0.012433955089432208*I	0.018846112157892725-0.0037229163194833458*I	0.43058669322634163+0.9207876767561515*I
-0.0002522655397839995-0.03030141370218295*I	0.0005705033367529748-0.014299716178215698*I	-0.8001592436908036+0.6274485180881433*I
-0.022556095387498885-0.03865400162005762*I	-0.01187315987050297-0.020797486859169788*I	-0.8363423260024938-0.5771827092390701*I
-0.026281908456017317-0.03218139802456306*I	-0.013853350808002485-0.016613957112526553*I	0.23047247732539422-0.989947787219265*I
-0.025921281012391818-0.015603685515022761*I	-0.011635389512631154-0.0045226893441303526*I	0.9923378706672119-0.22276270837904102*I
-0.031774027397237774-0.0005771682528945745*I	-0.010891606855054248+0.005043073614905303*I	0.6883590699439222+0.7487021822745413*I
-0.0411749249644847+0.004289019487191462*I	-0.01341794704381622+0.004629918789317999*I	-0.23483387053062174+0.9892476766103193*I
-0.0459982533789272-0.0026280721830299223*I	-0.01828606284366809-0.003407166994426283*I	-0.9230297566813999+0.42583596478145025*I
-0.041786748107960445-0.018081923611939957*I	-0.02114860780019181-0.010921601337799321*I	-0.9351997330556647-0.3983405483952121*I
-0.02902218288003365-0.03560160212443482*I	-0.015705844442571074-0.01419845915846739*I	-0.3988942614341155-0.9350718800067954*I
-0.008538050304859527-0.04598373040960374*I	-0.0014042348578388016-0.016678526497040966*I	0.292992133083672-0.9735713110507647*I
0.01874487362405759-0.04043679010464283*I	0.012657338738220652-0.0183861479099963*I	0.808454865654184-0.6165999344311806*I
0.04308425822474526-0.015980612052484654*I	0.017863365713800018-0.010127852696287671*I	1.0124291250372264-0.09407302991327114*I
0.043105191134636345+0.019480605345078655*I	0.01519436246705534+0.009752426548562232*I	0.9369972003691849+0.3949602610432762*I
0.008273573498082552+0.042885059605197874*I	0.006322212349763676+0.021611592681611162*I	0.6909341651568686+0.7462153030194997*I
-0.031531832625822785+0.026596598926182546*I	-0.008517562037047236+0.009861681889679964*I	0.384784374749751+0.9417170990599095*I
-0.025379371800431094-0.018300434544442568*I	-0.012630211811894158-0.007493453269380073*I	0.095415601260888+1.013207594977922*I
0.021717471836438674-0.024522772822148813*I	0.0067578220557251555-0.003966943721450414*I	-0.13771092503928592+1.0084178110835516*I
0.028356186353662927+0.028609600072653136*I	0.01410904767293366+0.012866778741376188*I	-0.3017139277366735+0.9716545082904479*I
-0.026365729341873183+0.03823916758483019*I	-0.012407157658750665+0.012956988131983677*I	-0.3983657550851085+0.9359902780194145*I
-0.026921625703865353-0.023672512543290926*I	-0.013417422887184696-0.0042711484409522086*I	-0.4345566199414909+0.9203530302022856*I
0.031579158199003275-0.006887330614383223*I	0.014942977653820159-0.0003698001079239765*I	-0.4136723070787637+0.9301112957490507*I
-0.00510469900791268+0.046432604604665334*I	-0.004290762336421304+0.01596903335180393*I	-0.33307650163873037+0.9613644967234273*I
-0.031461363770048524-0.017100832455653584*I	-0.013787245274627791-0.0011105367972512857*I	-0.18962131619884737+1.0001568451326126*I
0.03628184449844691-0.0015295302261522721*I	0.017242835892035287+0.00033745001049250426*I	0.01846411751706374+1.0177956764975193*I
-0.017197012836927966+0.04025916989302842*I	-0.009117820280308567+0.014879373605635585*I	0.2858078746248282+0.9767696015227615*I
-0.000296458933633842-0.033595129961234406*I	0.002048655927901968-0.007253718856837008*I	0.5828410365913346+0.8349997338378783*I
0.028862453517542717+0.03557356113487779*I	0.013724332012651955+0.010678747376199293*I	0.8527760016000145+0.5555210267489483*I
