0.8257096935448757+0.*I	0.5436285229346872+0.*I	0.15057068452350783+0.*I
0.03650427913530359+0.020491166972876985*I	-0.0005647990132946623+0.002419669283030568*I	0.9689069425804978+0.3561996942539947*I
0.03815303654875284-0.015909049705612962*I	-0.0006920804066827968-0.00012889420559574033*I	0.5850883063983486+0.8505978194937361*I
0.009682988424265055-0.039154069516283634*I	-0.0028919346099754426-0.0018797890905959576*I	-0.007381046903898916+1.0324680230661951*I
-0.026035160786540258-0.031187660759395205*I	-0.0055088237651653126-0.001678299999217727*I	-0.5920465194206733+0.8459433934230306*I
-0.041390230542934434+0.0010989553952929013*I	-0.006640048026060534+2.3026025115806996*^-6*I	-0.9653758604993133+0.3663929803173078*I
-0.025262228649996974+0.03247539079493664*I	-0.005555693067919196+0.0015499864837918104*I	-1.0057736964347295-0.23405340823515228*I
0.009559267764521602+0.03931568302139651*I	-0.0031385741679798946+0.00152610000166473*I	-0.7091014874154006-0.7508330444330533*I
0.037087842888096516+0.01699380386615806*I	-0.0011253983240966585-0.00025745439013371516*I	-0.1823117755440154-1.0165877543941098*I
0.037673464840897515-0.017730372822854817*I	-0.0008161240209789585-0.0026626090785181627*I	0.3984724345994657-0.9528756157502263*I
0.011646172892028829-0.03979959725401916*I	-0.002214899387059679-0.004112518573609969*I	0.8483976858134007-0.5891547771959312*I
-0.022031114057009436-0.033912813759341645*I	-0.00415002017306166-0.00372711545952099*I	1.0319540741461692-0.04650814859990818*I
-0.03989912726204224-0.004611273554327882*I	-0.005182832216300945-0.0018971055581419002*I	0.9010298163275275+0.5053681224177701*I
-0.030209154997044563+0.02782690274640506*I	-0.00460516402376177+0.00004311287353210455*I	0.5035117921187299+0.90210461156619*I
-0.0001494315691909524+0.04175735110947881*I	-0.002850729373835042+0.0007436578001298804*I	-0.037106319282649264+1.0324900313261018*I
0.02992732963056214+0.02847000202858459*I	-0.0011128324876626876-0.0002935632995528971*I	-0.5622449319158178+0.8668724423096955*I
0.04043105479911754-0.002861725091911231*I	-0.0005008204500771163-0.0024583565085951656*I	-0.9252424816166003+0.46011690344553907*I
0.025019691565315846-0.03196989238100434*I	-0.001324056486739718-0.00448833067273128*I	-1.0310720071054897-0.06919096289412863*I
-0.0061041388370795535-0.04077491949203696*I	-0.002943723502081154-0.005284374657897789*I	-0.8586296481561526-0.575078623604576*I
-0.03336858345056053-0.024403779941268935*I	-0.004229671769583209-0.004553044055823848*I	-0.4614174990679587-0.924761101621637*I
-0.04023692600917601+0.0065768838198686464*I	-0.004285001387077033-0.002909531399561567*I	0.05138109844627891-1.0322971861283559*I
-0.02296127020437953+0.03331735653189903*I	-0.002977111744169685-0.0014379616591066644*I	0.546455537450536-0.8774056784858291*I
0.007861325893934464+0.040224620455737374*I	-0.0009787444966683362-0.0010231466331177559*I	0.9013270281306869-0.5061291390846856*I
0.03416374253572198+0.02381593265287388*I	0.0006602250242573335-0.0018622756562375103*I	1.0336354017201728-0.015122819214937674*I
0.0410915243006226-0.005953386393008457*I	0.0011236826925825635-0.003414003158526634*I	0.9182511120040047+0.4749603871554655*I
0.02516709509298511-0.0320100112886255*I	0.0002647532719102333-0.004766638096655653*I	0.5893294999269024+0.8494992735912947*I
-0.004381785485447922-0.039992098072172064*I	-0.001356489364265309-0.005177540114378144*I	0.1284737586288408+1.0259740123566594*I
-0.03129463600397122-0.02593215469550049*I	-0.0028156543116278202-0.004471420135918697*I	-0.35694114100946567+0.970476651369712*I
-0.04133409954715967+0.0021594977672299556*I	-0.0033289763169271664-0.003097274307919292*I	-0.7593062022241965+0.7019703197449022*I
-0.02966444151908107+0.029148338865832426*I	-0.002642067932745296-0.0018475312461631885*I	-0.9942020464701946+0.2846133487979295*I
-0.002853335377966233+0.041011619479861636*I	-0.0011153123580507347-0.0014190522619312081*I	-1.0168116635004867-0.18897853085069338*I
0.025086373631600583+0.03195724644723849*I	0.0005059898205061013-0.0020570048295116407*I	-0.8286414097291764-0.6189888153505735*I
0.04013102304433786+0.006921864898890173*I	0.0014898983251406823-0.0034541961237884527*I	-0.4740642419791336-0.9193342761628326*I
0.035181372654737815-0.021419170291536935*I	0.0014717836427397318-0.004932461903691398*I	-0.028533648074596324-1.0340108757935436*I
0.013150058427571292-0.03922394894850344*I	0.0005975647510304322-0.0057917283439179006*I	0.41836288746144684-0.9460884349614814*I
-0.014970325661004024-0.03818411908470734*I	-0.0005899507395835621-0.005643941789581544*I	0.781135304445249-0.6783061240308498*I
-0.03573278552549915-0.019166375584953852*I	-0.0014411401916348246-0.004575986620063862*I	0.9942799674868655-0.2861170816264614*I
-0.039628000164206145+0.008658414564003035*I	-0.0015127723762255667-0.0030819438303023887*I	1.0230499043492183+0.15482457271131161*I
-0.025241154711359987+0.03243512496262275*I	-0.0007580649023642912-0.0018170942995534255*I	0.8676849736951912+0.5637549092918569*I
0.0005282492969883564+0.04160210519058119*I	0.0004801649068076997-0.0013004009000255174*I	0.5610016212858667+0.869525568486791*I
0.025964338386600887+0.032454576393258126*I	0.0016507041089969467-0.0017011193269777104*I	0.16043688879397583+1.0223439428801877*I
0.03991511468083913+0.009405815605833374*I	0.0022527067917984256-0.0027935285624998106*I	-0.2634244665062734+1.000854848820817*I
0.036576508538093355-0.017333782194316888*I	0.0020522377185493413-0.0040823853242499515*I	-0.6395847532923448+0.8137601282701336*I
0.017689338470097033-0.03638438477283814*I	0.0011680115560694512-0.005029331290024169*I	-0.9083116384543032+0.49635791218352115*I
-0.008566962762438611-0.040006938819219004*I	2.3561869880940243*^-6-0.005276402847919893*I	-1.0299920981209627+0.1030525494867903*I
-0.031264624514513076-0.027095268639953506*I	-0.0009398757554340777-0.00477573092034789*I	-0.9899855405164859-0.3025365869586043*I
-0.041295388735152525-0.003278809791496482*I	-0.0012606726777514552-0.003782818412802066*I	-0.7992107986120197-0.658029458728692*I
-0.03491565895724671+0.021674864959865123*I	-0.0008202936542300314-0.0027299855936759555*I	-0.4907170168791535-0.9116513764089589*I
-0.014950154727916864+0.03791711171010455*I	0.00022337407887648654-0.002041905073482301*I	-0.11328062953774908-1.0291948371406874*I
0.010629726552237281+0.039341273066870734*I	0.0014924721091279895-0.001970579712339231*I	0.2767698271300171-0.9978037893726635*I
0.032002027852037804+0.025725075258201627*I	0.0025435839413038216-0.002510983764896287*I	0.6241008543960347-0.8263231661793186*I
0.041274227063794355+0.0025163284559903765*I	0.003034158433183794-0.003421305976804059*I	0.8820404333215045-0.5426069069699501*I
0.03530439166827834-0.021473227035820167*I	0.002838717519599512-0.004330032075333094*I	1.0183641446365672-0.18837264551744218*I
0.016605825828399867-0.037456409986196516*I	0.002077664323751462-0.004882221002241071*I	1.0186341191944241+0.18733261063687384*I
-0.007841251220439546-0.03983329658846698*I	0.0010568514337826965-0.004868262453075569*I	0.8868821277166313+0.53509239831132*I
-0.02928509331026068-0.02802012066378115*I	0.0001477903229464645-0.0042907947251812845*I	0.6438009343033744+0.8115083141111119*I
-0.040343236789625495-0.006406915881687219*I	-0.00034420598300442817-0.0033519729953803896*I	0.32301450456747993+0.984279615829343*I
-0.037470018642482235+0.017396933448209143*I	-0.00027777974541214376-0.0023727166355823684*I	-0.033996457219331686+1.0354188400296236*I
-0.021963846468964966+0.03529964792008514*I	0.0002904028861453865-0.001677577865023724*I	-0.3834518148867871+0.962458144694026*I
0.000710256944595161+0.041453110772333907*I	0.0011402798002257129-0.0014868464170870806*I	-0.6846403815439414+0.7776750633884415*I
0.022928644877152536+0.03406770535525432*I	0.0019735622053806013-0.0018507679977485421*I	-0.9044394430091497+0.5056271334549813*I
0.03749085021531037+0.015794948682340264*I	0.00251683784399313-0.0026433766515368807*I	-1.0205896673432435+0.17952705002766578*I
0.03990223521554839-0.007335729744702832*I	0.002607836377692405-0.003612527028104906*I	-1.0234123767066217-0.16308989211758912*I
0.029658057755808983-0.02797910343277956*I	0.0022391934808650934-0.004465323758265668*I	-0.9160156547895767-0.48476523252224346*I
0.010204702225155191-0.039816480576143704*I	0.0015501243960528888-0.004959349909709553*I	-0.7130767788159827-0.7521405836286499*I
-0.012309238652272268-0.0394370222918236*I	0.0007735013302235006-0.004971416563629498*I	-0.438480702896644-0.9391713742765475*I
-0.0310214596501101-0.02722345945205857*I	0.00015858278614428354-0.0045253743739825415*I	-0.12224229963941896-1.029325946566667*I
-0.040433871431014526-0.00705284308550194*I	-0.0001051974085260504-0.0037745651937994436*I	0.20297065579341828-1.016571879750614*I
-0.037961022510104546+0.015009682159098765*I	0.00005902493780294559-0.0029483574003934107*I	0.5052452151706719-0.9052619737629437*I
-0.02453911356552956+0.03256932088150028*I	0.0005994965786268684-0.002281490082403956*I	0.7564733688678454-0.7089905726368199*I
-0.004191563595673169+0.04073880311884373*I	0.0013578029420499666-0.0019478952854676634*I	0.9347475091647108-0.4486449006364689*I
0.017248142465750373+0.037437726651310024*I	0.002119259513640567-0.00201710492991729*I	1.0259905913622147-0.14997562385656335*I
0.03383828139578423+0.02383264443855235*I	0.002675196784579914-0.0024430972135094193*I	1.024670608469423+0.15911074397637698*I
0.041156735782328535+0.003861575594918654*I	0.002879070179423762-0.0030855620862696312*I	0.9337178939033548+0.4511867030256963*I
0.03741999558914483-0.01696044889006668*I	0.002681810718408788-0.0037547564339143235*I	0.763676544368544+0.7016802694665101*I
0.023832255924644937-0.0330826106114218*I	0.0021388761293963457-0.0042657826433175885*I	0.5312535409127414+0.890775352715961*I
0.004129740611915186-0.04037513610012856*I	0.001389695298810015-0.004487142051793921*I	0.2575070878175129+1.0047668288950171*I
-0.016502687190396468-0.03712974633241061*I	0.0006172210927201066-0.004371478163854144*I	-0.03421413611436405+1.0367398820930398*I
-0.032819113677544996-0.024381302079159443*I	-3.3525051542019203*^-7-0.003962284282203573*I	-0.32030400154140454+0.986672156301411*I
-0.04083218997179516-0.0055190145124143185*I	-0.000332843357236725-0.0033770646533616815*I	-0.578791110192282+0.8609509824512708*I
-0.03874111887920051+0.01466404381972702*I	-0.0003264153039234058-0.002773283272164793*I	-0.7909197140359474+0.6714144429929991*I
-0.027268936597469158+0.031208767415902137*I	-0.000010933399488078358-0.0023070287622734397*I	-0.9423653359208329+0.4340959443692963*I
-0.009369963754527784+0.040194417875893125*I	0.0005129925387443946-0.0020950718617857864*I	-1.023969937310402+0.1677113762748702*I
0.010576730679977765+0.0396241397611985*I	0.0011026477415943536-0.002189107102819611*I	-1.0320645821431693-0.10787874481713323*I
0.02786092306133146+0.02980569105498748*I	0.0016093034194542685-0.002567188060092375*I	-0.9683440575227894-0.3731758671789678*I
0.03854673711959246+0.013175008953157112*I	0.0019127475024657424-0.003142851371044002*I	-0.8393565441746327-0.6103785786909472*I
0.04033569940904483-0.006356912654334905*I	0.0019465154053582337-0.0037883198917459514*I	-0.6557418040194976-0.8044944912064423*I
0.03300911400181208-0.024352179067285398*I	0.001708990037373098-0.004365304603916959*I	-0.4311989894025927-0.9441355176987843*I
0.018381164437147043-0.03685621419758028*I	0.0012591825926224307-0.004755923099919498*I	-0.1813886658136833-1.0220276616276074*I
-0.00019234606264410112-0.04124309779094778*I	0.0006995155940329505-0.004886919082643021*I	0.07722375394129614-1.0351884333492587*I
-0.018611159007820788-0.03672367069711597*I	0.00015052358039656624-0.0047425245233545*I	0.32846549469287356-0.984798025476229*I
-0.03294091797478037-0.02443132977702233*I	-0.0002763676334995585-0.004364232986070789*I	0.557439533470435-0.8758620871893237*I
-0.04023584908235301-0.007096652773049252*I	-0.000502043219406794-0.003838616309684662*I	0.7513332310896886-0.716605299077542*I
-0.03910792140302341+0.011591986291663602*I	-0.0004943700597015862-0.0032768105027326856*I	0.9000409522497798-0.5177785610533325*I
-0.029942641470842694+0.027788274383999657*I	-0.00027205404172315-0.002790555141504318*I	0.9965610733159564-0.2918453490283089*I
-0.014742103148782756+0.03827405851346794*I	0.0001021659562367349-0.0024699475869472396*I	1.0371630449576479-0.052145147145149576*I
0.0033472072344719658+0.04107480283405249*I	0.0005367038777591804-0.0023672075418767428*I	1.0213921968838786+0.18790620330009475*I
0.02070653709628893+0.03579387194660602*I	0.0009309424391453969-0.0024891016006012142*I	0.9518296645250648+0.41556328290518596*I
0.033971304360020285+0.023619812200773613*I	0.0011954165557612818-0.0027987637039181006*I	0.8337641182951039+0.6193869157322979*I
0.040667728192958504+0.0070274471349438365*I	0.0012684133484038781-0.0032257191656090266*I	0.6747117859696815+0.7897555569716054*I
0.03964410328062975-0.010749059613948097*I	0.001126126429433977-0.003681491861722891*I	0.48386277791234383+0.9192226896853527*I
0.031229594301136872-0.02635629951751007*I	0.0007850022290952108-0.004077376542077221*I	0.27151640962788587+1.0027601012427196*I
0.017109155263562145-0.0369480873827717*I	0.00029647771697153787-0.004340878445344456*I	0.048473500897711165+1.0378073643628525*I
-0.00004289400024177353-0.040684080579151134*I	-0.00026426957929948444-0.004427930774416489*I	-0.17451104118990698+1.0242442739715623*I
-0.017088187498486677-0.03701867040845635*I	-0.0008130411820682271-0.0043290312689600674*I	-0.3872417758723842+0.9642138932191482*I
-0.031003544047519854-0.026742451984281133*I	-0.001271880712464838-0.00406872451244308*I	-0.5805125900131123+0.8618512516971492*I
-0.03940814988924038-0.011785634499377999*I	-0.0015821567979312388-0.0036990982195445176*I	-0.7464664081282187+0.7229783256469969*I
-0.040949873916359195+0.005166593759951428*I	-0.001713361510231556-0.003288927208586099*I	-0.8788343911784994+0.5546935699880894*I
-0.03549362286720701+0.02116759879374365*I	-0.001666490293539724-0.002910727877830771*I	-0.9731129326101009+0.3649921620149595*I
-0.02409251904112038+0.03352056829235993*I	-0.001471869733028346-0.002628095965458496*I	-1.0266245667381306+0.16234866187275718*I
-0.00876118240808451+0.0402200902441132*I	-0.001182268595704426-0.0024854472724829225*I	-1.0384898521063028-0.0446742742815384*I
0.007898124455130105+0.040255339534023916*I	-0.0008628376108051744-0.00250167602258795*I	-1.0095616461825232-0.2477810496869571*I
0.02314559386888354+0.03373384123229906*I	-0.0005797664679246434-0.002668438742050793*I	-0.9422330278824633-0.4392607764833103*I
0.034552031180287116+0.021817734824278512*I	-0.000389626030943139-0.0029529817692524624*I	-0.8402604966659756-0.6122524955621731*I
0.04037345466405896+0.006494640080045457*I	-0.0003310186333168739-0.0033046723737972013*I	-0.7085076976221418-0.7609495298328105*I
0.039797465948955876-0.009769703441976417*I	-0.00041967250827958964-0.0036639031513173237*I	-0.5526762133587739-0.8807369293816948*I
0.03303126545237773-0.02443509941291186*I	-0.0006474599574495013-0.003971796705868087*I	-0.3790507677164398-0.9682969197838273*I
0.021227601530681612-0.0352808012742252*I	-0.0009851545407207779-0.004179116827483041*I	-0.19420775576274013-1.021609712596104*I
0.00627067169235281-0.04073014001205297*I	-0.0013882077639385249-0.00425313088756408*I	-0.004773719602061438-1.0399573865759775*I
-0.009537059094641257-0.040061187348693406*I	-0.0018044144246534837-0.004181518292022968*I	0.18281744440494982-1.0238430498459286*I
-0.02383390452168945-0.03347926581276134*I	-0.0021821698518082115-0.003972997623842644*I	0.3625285604402397-0.9748784436083548*I
-0.03454813082655693-0.022049461536541234*I	-0.002478055313533091-0.0036548543309591545*I	0.5288985124816915-0.8956746390389573*I
-0.040186872343060884-0.007507508110863699*I	-0.0026626894454040775-0.0032679412407470307*I	0.6771714710585042-0.7896515750727845*I
-0.040027099419606416+0.008015764465694724*I	-0.0027241532470608956-0.0028601186441849923*I	0.8034110846314295-0.660896691646218*I
-0.03418739200995679+0.02231207593001936*I	-0.002668685053711903-0.0024791488659111306*I	0.9045596690349471-0.5139734100010427*I
-0.02357791918539611+0.03340792719557956*I	-0.0025187706337274542-0.0021661075252745274*I	0.9784631823886404-0.353743751466798*I
-0.009743172809747028+0.03982847103685199*I	-0.0023091030946500468-0.0019501833028697463*I	1.0238927236676867-0.18521060716868012*I
0.0053744793076317+0.04077953120210186*I	-0.00208113208705879-0.0018454516488540297*I	1.0404834642661172-0.01334499513135165*I
0.01971320096011043+0.03622830152778779*I	-0.0018770625839912012-0.0018499246210176901*I	1.028711679047301+0.15704764900602977*I
0.03137223519897071+0.026877820707181078*I	-0.0017341488904518353-0.0019468036234544445*I	0.9898041905244769+0.3214573004934078*I
0.038857049146493385+0.014045241615899744*I	-0.0016800229589304654-0.0021076037953742625*I	0.9256454388964155+0.47577094506781265*I
0.041259164638960066-0.0005342759931245061*I	-0.0017295897124431107-0.002296590761298157*I	0.8387000054857758+0.6163645688871477*I
0.03835099673182951-0.014948205210860507*I	-0.001883772167373773-0.00247584337267962*I	0.7318735275497361+0.7401518941661152*I
0.03058895790693078-0.02735807130660501*I	-0.0021301246082354097-0.0026102524289919175*I	0.6084308512502733+0.8446422479677862*I
0.019029589402757004-0.0362291810349201*I	-0.0024450923503638038-0.00267181624326935*I	0.47187054263276135+0.9279521967864952*I
0.005174652129978395-0.04051099782324311*I	-0.0027975068405677876-0.002642752779354017*I	0.32581950855729+0.9888049777936395*I
-0.009231414944969313-0.03974881232994905*I	-0.003152792455809004-0.0025171340947698533*I	0.1739431341420666+1.0265382935160108*I
-0.022424024388993206-0.034116804132862805*I	-0.0034773038645218115-0.002300950648976583*I	0.019841132605553043+1.0410448374046612*I
-0.03283265654344082-0.024373417582212478*I	-0.0037422736863690423-0.0020107272058805387*I	-0.13302515942833365+1.0327648503234728*I
-0.03926153100142529-0.011748652462339053*I	-0.003926909682787177-0.001670960341055464*I	-0.28140770087785116+1.0026174200088322*I
-0.04101716430554708+0.002219141321790523*I	-0.004020348011420515-0.0013107785926319985*I	-0.4223278672058529+0.9519429141080699*I
-0.0379710045951686+0.015874918673055363*I	-0.00402232605446153-0.0009602754227321061*I	-0.5531301379745189+0.8824623895798577*I
-0.030553348772728174+0.027643077306239706*I	-0.0039425704666407446-0.0006469690134329244*I	-0.6715052016408853+0.7961811624916489*I
-0.019683546239869707+0.03620524974386122*I	-0.0037991037158289893-0.00039278670194968653*I	-0.7755290331724802+0.695353352073027*I
-0.006647739631901073+0.04064048902470526*I	-0.003615708135499398-0.0002118805886955203*I	-0.8636653986429655+0.5823985885785578*I
0.007058843231571121+0.04051421258170492*I	-0.0034189191025778432-0.00010945867040590356*I	-0.9347673674793289+0.45984114207281795*I
0.019905551632478473+0.03590897209765796*I	-0.003234918015071165-0.00008168485191746119*I	-0.9880893278413833+0.3302616028970644*I
0.030495829896243977+0.027396692210081806*I	-0.0030866533391572296-0.0001165841882501436*I	-1.023243985429636+0.19622562912136643*I
0.03771433704100733+0.015959046569747313*I	-0.002991523182266372-0.00019577493832050779*I	-1.040213660296118+0.06024773924495491*I
0.040836953146294985+0.0028671323652930208*I	-0.002959792337844179-0.0002967837888545918*I	-1.0393035872497776-0.075260290580657*I
0.03959401152514744-0.01046417345307883*I	-0.0029938818592215133-0.00039565099272157573*I	-1.02111320579284-0.20802483180347464*I
0.034182714431235404-0.02263047781742868*I	-0.0030885399682245235-0.00046952997147305163*I	-0.9865225113841788-0.33594425014284507*I
0.025230022054520157-0.03238404507682605*I	-0.00323179259267176-0.0004990066616818966*I	-0.936623848827865-0.45710909748426876*I
0.013712894570483828-0.03875724330559894*I	-0.00340654981776047-0.0004699230350748969*I	-0.8727189462665292-0.5698300808155368*I
0.000846092735488806-0.041151707366354276*I	-0.0035926216437843854-0.0003745472655581512*I	-0.7962596957869301-0.6726442781402254*I
-0.012049064167619049-0.039386103313848383*I	-0.0037689297701546413-0.00021202363087206397*I	-0.7088154186297844-0.764322765525924*I
-0.023680872949021985-0.03369996599209427*I	-0.003915676510270755+0.000011891738302753554*I	-0.6120512288925529-0.8438860647986919*I
-0.032914433347383774-0.024715377045981198*I	-0.004016237216517446+0.0002857367396996318*I	-0.5076713392105983-0.9105794207406752*I
-0.03887789018247396-0.013362855156278502*I	-0.004058643446153093+0.0005937461820121458*I	-0.39741022674126253-0.9638940630290914*I
-0.04103832257345893-0.000780259624011472*I	-0.004036504045118631+0.0009175892212655393*I	-0.28298926617487563-1.003538237492635*I
-0.039241658064586196+0.011803829943412293*I	-0.0039493400866362416+0.0012382416714964905*I	-0.16609438411260674-1.0294282521270857*I
-0.033714706516640276+0.02319040711960111*I	-0.0038023381199572067+0.001537808150369318*I	-0.04835698005336386-1.0416907532803472*I
-0.025030913585367107+0.032322328275418755*I	-0.0036055696775989564+0.0018011238113211218*I	0.06867225731188531-1.0406147855563894*I
-0.014045263181678848+0.03837855517272259*I	-0.0033728182260628274+0.002017000557502227*I	0.1835363413402505-1.026669209377044*I
-0.0018056535158262532+0.04084239956995366*I	-0.0031201181040080143+0.002179026648945355*I	0.29488696049065-1.0004583325452436*I
0.010549620982385051+0.03953892365070615*I	-0.0028641833771131152+0.0022858772839547763*I	0.40149429496336253-0.9627086601067739*I
0.02189835253213244+0.03463968411910413*I	-0.0026208704551142587+0.0023411439700431157*I	0.5022602478243574-0.9142646053938549*I
0.0312349547796679+0.026635885677965966*I	-0.0024038039724673275+0.002352726491075284*I	0.5962125951468988-0.8560398335644395*I
0.037756450242867945+0.01628425502267385*I	-0.0022232941644501326+0.002331880923858709*I	0.6825232567172137-0.789030802904601*I
0.04092687969368964+0.00453149498618399*I	-0.002085604555801374+0.0022920227291514843*I	0.7604959630637426-0.7142755031517826*I
0.04051567544701585-0.0075747141319905485*I	-0.001992622939248078+0.002247414373422671*I	0.8295681223444311-0.6328431273145121*I
0.0366079662515651-0.01897988351648124*I	-0.0019419319816764528+0.002211858548109412*I	0.8893188784466626-0.5458277062273904*I
0.029587141917084503-0.02871359712843749*I	-0.0019272440975148283+0.0021975046255296206*I	0.9394404769062713-0.4543140418460228*I
0.020092868049650638-0.035969584517521365*I	-0.0019391449481491747+0.002213873386812233*I	0.9797619187787471-0.35938476422992405*I
0.008958954000735429-0.040168615744945825*I	-0.0019660544777440865+0.0022671562170933205*I	1.0102181944617563-0.2620941682956636*I
-0.0028624380189092944-0.04099988676592565*I	-0.0019953154044214027+0.002359838435161291*I	1.030849820237332-0.16346233729223264*I
-0.014383425531878095-0.03843850518179511*I	-0.0020143081635167715+0.0024906544307362697*I	1.041807402028889-0.06446873364932826*I
-0.024662684222793784-0.032738623878097006*I	-0.0020114961812097926+0.0026548494700495123*I	1.0433130165444+0.03396102359528388*I
-0.03288070047890825-0.024404274354064073*I	-0.0019773261094486916+0.0028447208852245037*I	1.0356868332292712+0.13095756746168818*I
-0.03840218220412956-0.01414096838581979*I	-0.0019049127466511375+0.003050358533259862*I	1.0193091133967545+0.22571421320147222*I
-0.04082129391153403-0.0027931619072370274*I	-0.0017904735285126333+0.003260525928033539*I	0.9946209105579056+0.31749038024411214*I
-0.039986949311846924+0.008726929347605546*I	-0.0016334920065500201+0.0034635991457274964*I	0.9621264075181196+0.4056175022721584*I
-0.03600694921342361+0.019513097183618697*I	-0.001436613626833257+0.003648474455264489*I	0.9223557144703107+0.48949242097042206*I
-0.029231933049113888+0.028735613732211115*I	-0.0012053041616865829+0.0038053997962850038*I	0.8758901628288733+0.5685906500176384*I
-0.020220974773751055+0.03570306903453458*I	-0.000947306935353254+0.003926640432774715*I	0.8233270215589604+0.6424542336438547*I
-0.009692613615092133+0.03991126532815607*I	-0.0006719588135695226+0.004006962974564863*I	0.7652820626281637+0.7106956356642842*I
0.0015344343209536013+0.04107606409777754*I	-0.0003894229499575217+0.004043903916067136*I	0.7023903243815097+0.7730030927544962*I
0.012605905970846681+0.03914828085639539*I	-0.00010990374441562144+0.004037803656143751*I	0.6352780211014857+0.8291194129267514*I
0.02269684658735499+0.03431064019382395*I	0.0001570975338771321+0.0039916493511244905*I	0.5645818615665825+0.8788650748218898*I
0.031071885797945835+0.026957450778145993*I	0.0004034318208683415+0.003910711664054378*I	0.49092348497530247+0.9221121721867686*I
0.03713669820035675+0.0176596020930837*I	0.0006228154556732252+0.0038020478898103584*I	0.41491256759441747+0.9587908300803237*I
0.040477327114235996+0.0071179291156899084*I	0.000811179336558822+0.0036739024119614664*I	0.33714633276053374+0.9888938892847503*I
0.04088491389358277-0.0038911593681121284*I	0.000966834823727592+0.0035350448898305003*I	0.25819419467469656+1.0124477813317196*I
0.03836498940591922-0.014573437540517485*I	0.0010904636817293074+0.003394126925107824*I	0.17860749003273+1.0295423438529998*I
0.033130983158504074-0.024173855178286307*I	0.0011849345271680199+0.0032590644450632865*I	0.09890731731612892+1.040296932988708*I
0.02558342069501566-0.03202868743137915*I	0.0012549772816748586+0.003136519993596842*I	0.01958602834343086+1.0448698893034238*I
0.016276725134031604-0.03760947453388306*I	0.0013067445915335746+0.0030315001139266814*I	-0.05889422451771775+1.04346231356274*I
0.005876450403607949-0.04055591513082961*I	0.0013472945216356465+0.0029470825585701512*I	-0.1361038287553547+1.0362872337589517*I
-0.0048895451080708105-0.040696159254355296*I	0.0013840436589743533+0.0028843080637807085*I	-0.21164737433384298+1.0236018749588747*I
-0.015282561553705191-0.03805333712474229*I	0.0014242196094588794+0.0028422021243091075*I	-0.2851616259917813+1.005671967641057*I
-0.02460340732560815-0.03283875463239365*I	0.001474358924804429+0.0028179451431252557*I	-0.3563176102551375+0.9827833909241097*I
-0.032238396568126916-0.025432627504366787*I	0.0015398779779418413+0.0028071567908810584*I	-0.4248226216548624+0.9552448245517422*I
-0.037697975396906544-0.016354129646379438*I	0.0016247390201026+0.002804263702553515*I	-0.4904114672034792+0.9233599861241714*I
-0.040645927598630484-0.006223375858266407*I	0.0017312350304519758+0.0028029418805680657*I	-0.5528593961527866+0.887458000162465*I
-0.04091735087225993+0.004282065359673937*I	0.0018598913235719219+0.002796571154567995*I	-0.6119672339012712+0.8478609890084615*I
-0.038524958535556576+0.01447285481539573*I	0.0020094912474486826+0.0027786971609435876*I	-0.6675682097183697+0.804896156215495*I
-0.03365363870533568+0.023692849478039776*I	0.002177213698593731+0.002743456893752837*I	-0.719529990820241+0.7588972762904567*I
-0.0266440419830835+0.03136037770737195*I	0.002358864082722308+0.002685938730736312*I	-0.7677378505437208+0.710183039291877*I
-0.017966929117876285+0.037003482758866085*I	0.0025491872699404394+0.002602476837784603*I	-0.8121171528118062+0.6590818686378017*I
-0.008189952306606584+0.04028694126460846*I	0.0027422257414947563+0.0024908378313353314*I	-0.8526083150405934+0.6059065175715209*I
0.0020604440968442807+0.041029889901467394*I	0.002931708774708138+0.002350319275196368*I	-0.8891785532403566+0.5509645738854905*I
0.012139616502643214+0.03921322776200077*I	0.0031114413381609714+0.002181744969026351*I	-0.9218234119556787+0.4945589843426449*I
0.021425102084174915+0.03497666692564198*I	0.0032756646917748993+0.001987362188486111*I	-0.9505451265913151+0.43697392182791167*I
0.029354368549794337+0.028606277745925623*I	0.0034193812561412753+0.0017706671532718382*I	-0.9753819474213749+0.3784915423578982*I
0.035457647567610266+0.020513297979850836*I	0.0035386071062755886+0.0015361524569778315*I	-0.9963762219837058+0.3193758589815595*I
0.03938414695729003+0.011206170954035847*I	0.0036305587814282232+0.001289015936599267*I	-1.0135903674341857+0.2598798354941828*I
0.040920273203841284+0.0012575427895999496*I	0.0036937572112530842+0.0010348389320812583*I	-1.027107485558296+0.200245349217782*I
0.039998995720653435-0.008731541638833468*I	0.0037280443471826913+0.0007792568033575431*I	-1.0370078994867014+0.1406967090094755*I
0.03670038006594817-0.018167996036798924*I	0.0037345321185503306+0.000527647805730368*I	-1.0434022087487447+0.08144809627681979*I
0.031243237129207287-0.026501465564821157*I	0.003715467268448196+0.0002848479885038601*I	-1.0463958702563783+0.022697674417360772*I
0.023969058761586937-0.033255530863294226*I	0.003674047386141727+0.0000549163291608965*I	-1.0461081153386267-0.03537008538420827*I
0.015319240009696415-0.038053678208309454*I	0.00361418824956506-0.000159044909298442*I	-1.0426714479354349-0.09258446862578681*I
0.00580720412129981-0.04063863379168418*I	0.0035402581011213094-0.00035500439682696367*I	-1.0362087559019928-0.14878810053788688*I
